Subject,Contrast,Correlation,Energy,Homogeneity,ASM,Dissimilarity,Entropy,LBP_Mean,LBP_STD
synthetic_mri_001.png,0.0,1.0,1.0,1.0,1.0,0.0,1.0165097605458279e-08,24.0,0.0
synthetic_mri_002.png,95.07295880331138,0.8331329677136696,0.9936885029905987,0.9941560670559023,0.9874169113538769,0.4782022864901454,0.0748044236853096,23.923097826086956,1.21597570913759
synthetic_mri_003.png,69.39784676240757,0.6340474526554254,0.9976807043983233,0.9977142682398926,0.9953668162559194,0.31617573084723694,0.02329574873888656,23.96212121212121,0.9312213227661229
synthetic_mri_004.png,704.7171981473005,0.8520955031151878,0.9368958035930127,0.9412303423359936,0.8777764646421182,4.36884624107954,0.6529369925105398,23.34974533106961,3.48173806239696
synthetic_mri_005.png,122.72284256325479,0.7334028229873227,0.9945362179473117,0.9947842157267199,0.989102351267987,0.5731169735653824,0.05773158769608612,23.931830601092898,1.2206658282266218
synthetic_mri_006.png,151.0624954592231,0.7372929602007174,0.9929086839484236,0.9934143148965611,0.9858678195862653,0.7314187814591546,0.07521053384303293,23.91434468524252,1.371571383010984
synthetic_mri_007.png,47.67044511368204,0.6878194447476472,0.9981620299135189,0.998446080608841,0.9963274471462189,0.20647084231312907,0.019063078344044138,23.972967367256636,0.7725424137319258
synthetic_mri_008.png,0.0,1.0,1.0,1.0,1.0,0.0,1.0165097605458279e-08,24.0,0.0
synthetic_mri_009.png,0.0,1.0,1.0,1.0,1.0,0.0,1.0165097605458279e-08,24.0,0.0
synthetic_mri_010.png,0.0,1.0,1.0,1.0,1.0,0.0,1.0165097605458279e-08,24.0,0.0
synthetic_mri_011.png,0.0,1.0,1.0,1.0,1.0,0.0,1.0165097605458279e-08,24.0,0.0
synthetic_mri_012.png,157.5929662004392,0.8591326381959281,0.9852209853180458,0.9858782637978468,0.9706608344945826,1.0120229216681385,0.17465506777673445,23.823918617153254,1.8333993833343092
synthetic_mri_013.png,165.4418065686308,0.6833016150525677,0.9939640884050044,0.9941774308645743,0.9879647444294095,0.7402461540320394,0.0590206836556283,23.919050646323374,1.3627096576763116
synthetic_mri_014.png,0.0,1.0,1.0,1.0,1.0,0.0,1.0165097605458279e-08,24.0,0.0
synthetic_mri_015.png,149.16409999899048,0.8027814849196462,0.9907377158863226,0.9910879138254689,0.9815613533760186,0.7829851004850987,0.10395742856029355,23.88346153846154,1.5380251464409849
synthetic_mri_016.png,49.07208469842291,0.6403463355112515,0.9983432544202934,0.9984113028930263,0.9966892559428292,0.2193695449910622,0.017845039435211953,23.972895408163264,0.7855511416855079
