File,X1,Y1,X2,Y2
s0001.png,113,82,355,431
s0002.png,89,83,368,423
s0003.png,83,67,360,434
s0004.png,113,91,331,424
s0005.png,141,86,345,429
s0006.png,95,88,367,440
s0007.png,107,80,344,432
s0008.png,104,78,364,421
s0009.png,141,82,356,435
s0010.png,85,74,343,433
s0011.png,104,94,334,441
s0012.png,102,90,388,444
s0013.png,124,72,364,436
s0014.png,108,79,373,440
s0015.png,103,89,367,426
s0016.png,120,75,361,432
s0017.png,102,79,380,434
s0018.png,108,93,364,423
s0019.png,117,83,373,427
s0020.png,110,87,355,437
s0021.png,121,66,385,428
s0022.png,91,92,350,442
s0023.png,103,79,376,437
s0024.png,99,75,326,423
s0025.png,127,74,348,463
s0026.png,131,73,353,434
s0027.png,140,101,351,424
s0028.png,124,89,370,424
s0029.png,117,83,356,431
s0030.png,108,67,355,428
s0031.png,117,83,356,431
s0032.png,94,85,352,442
s0033.png,121,75,357,431
s0034.png,151,87,337,438
s0035.png,145,80,332,436
s0036.png,108,89,360,429
s0037.png,129,90,311,424
s0038.png,90,93,369,435
s0039.png,94,87,351,426
s0040.png,118,66,336,430
s0041.png,127,86,364,423
s0042.png,120,108,366,409
s0043.png,115,80,331,439
s0044.png,132,100,366,429
s0045.png,111,83,362,439
s0046.png,106,70,334,419
s0047.png,112,107,363,427
s0048.png,107,85,340,435
s0049.png,107,92,360,436
s0050.png,153,78,391,442
s0051.png,101,83,331,432
s0052.png,101,77,360,427
s0053.png,102,76,364,442
s0054.png,124,80,378,430
s0055.png,108,88,365,427
s0056.png,113,96,362,447
s0057.png,99,68,355,426
s0058.png,98,77,352,435
s0059.png,110,95,362,441
s0060.png,117,83,356,431
s0061.png,121,87,380,421
s0062.png,96,75,353,420
s0063.png,100,90,361,425
s0064.png,117,83,356,431
s0065.png,110,86,372,418
s0066.png,97,81,339,426
s0067.png,6,68,353,417
s0068.png,100,73,367,437
s0069.png,105,84,352,426
s0070.png,107,68,359,440
s0071.png,92,78,363,443
s0072.png,126,71,360,428
s0073.png,99,92,309,427
s0074.png,8,69,325,430
s0075.png,121,85,355,429
s0076.png,105,76,366,436
s0077.png,118,88,369,439
s0078.png,131,91,353,444
s0079.png,86,81,319,431
s0080.png,106,90,371,432
s0081.png,142,95,334,437
s0082.png,104,97,358,444
s0083.png,91,64,326,430
s0084.png,128,79,352,438
s0085.png,109,48,365,449
s0086.png,117,83,356,431
s0087.png,116,77,351,439
s0088.png,121,80,320,438
s0089.png,106,89,384,442
s0090.png,105,92,386,443
s0091.png,103,79,380,444
s0092.png,97,86,378,427
s0093.png,103,76,393,445
s0094.png,117,83,356,431
s0095.png,122,61,353,430
s0096.png,128,78,362,436
s0097.png,102,74,356,456
s0098.png,86,94,339,437
s0099.png,105,74,354,436
s0100.png,101,92,355,433
s0101.png,119,73,347,435
s0102.png,99,90,371,418
s0103.png,108,94,373,441
s0104.png,88,67,364,448
s0105.png,138,68,343,452
s0106.png,137,80,397,453
s0107.png,115,83,360,435
s0108.png,104,78,378,448
s0109.png,96,83,375,425
s0110.png,115,74,408,460
s0111.png,56,86,348,435
s0112.png,72,81,346,433
s0113.png,104,67,377,427
s0114.png,75,79,364,437
s0115.png,81,44,358,446
s0116.png,146,100,394,440
s0117.png,104,96,359,424
s0118.png,102,109,373,433
s0119.png,83,65,352,438
s0120.png,103,85,392,426
s0121.png,105,70,363,441
s0122.png,107,85,379,441
s0123.png,84,83,345,435
s0124.png,87,68,381,442
s0125.png,89,82,379,430
s0126.png,91,87,357,415
s0127.png,94,80,368,442
s0128.png,107,89,366,425
s0129.png,102,90,362,429
s0130.png,110,89,380,442
s0131.png,77,77,319,457
s0132.png,109,74,360,455
s0133.png,109,74,387,435
s0134.png,97,87,361,434
s0135.png,110,76,370,443
s0136.png,91,76,370,431
s0137.png,107,77,366,428
s0138.png,105,82,346,422
s0139.png,119,90,372,436
s0140.png,88,89,372,424
s0141.png,93,97,364,425
s0142.png,90,85,364,430
s0143.png,117,83,356,431
s0144.png,103,76,370,432
s0145.png,91,75,376,433
s0146.png,118,81,367,429
s0147.png,95,91,371,435
s0148.png,104,82,375,441
s0149.png,91,83,360,435
s0150.png,99,90,375,431
s0151.png,115,70,369,433
s0152.png,110,85,379,441
s0153.png,83,82,369,428
s0154.png,156,75,358,432
s0155.png,73,35,380,436
s0156.png,114,77,352,422
s0157.png,78,72,405,410
s0158.png,100,67,357,425
s0159.png,102,70,365,428
s0160.png,100,94,365,436
s0161.png,104,84,384,444
s0162.png,52,89,343,397
s0163.png,97,81,332,438
s0164.png,114,80,364,434
s0165.png,94,90,332,432
s0166.png,95,83,371,441
s0167.png,117,83,356,431
s0168.png,137,85,348,428
s0169.png,72,66,347,443
s0170.png,109,69,351,424
s0171.png,53,73,368,440
s0172.png,76,72,350,440
s0173.png,112,86,362,435
s0174.png,105,88,376,427
s0175.png,95,93,362,433
s0176.png,93,87,377,439
s0177.png,94,73,351,419
s0178.png,94,74,351,419
s0179.png,86,80,340,435
s0180.png,81,90,351,420
s0181.png,103,84,357,435
s0182.png,99,91,346,435
s0183.png,117,81,379,436
s0184.png,107,86,361,434
s0185.png,95,93,364,444
s0186.png,9,77,322,429
s0187.png,117,83,356,431
s0188.png,118,79,373,435
s0189.png,104,71,364,440
s0190.png,107,85,344,436
s0191.png,67,89,340,430
s0192.png,110,78,390,463
s0193.png,81,101,349,431
s0194.png,121,73,371,429
s0195.png,99,88,384,451
s0196.png,113,82,322,437
s0197.png,111,91,319,428
s0198.png,129,79,314,422
s0199.png,107,82,379,425
s0200.png,93,78,372,427
s0201.png,139,86,345,437
s0202.png,126,71,330,422
s0203.png,99,84,343,432
s0204.png,110,84,363,423
s0205.png,86,82,355,430
